99,ヘズ,|ヒーローズ|,356
100,ティアマト,|蒼炎の軌跡 暁の女神|,354
101,オルグ,|暁の女神|,351
102,デューテ,|外伝／Echoes|,350
103,チキ,|幻影異聞録♯ＦＥ Encore|,345
104,アルベルタ,|シャドウズ|,342
105,クリス女,|紋章の謎／新・紋章の謎|,341
105,ローレンツ,|風花雪月 無双風花雪月 風花雪月|,341
106,カタリナ,|紋章の謎／新・紋章の謎|,340
106,リョウマ,|if|,340
107,セレナ,|覚醒|,336
108,シャミア,|風花雪月|,334
109,イエリッツァ,|風花雪月|,328
110,レーギャルン,|ヒーローズ|,325
111,パオラ,|外伝／Echoes 暗黒竜と光の剣／新・暗黒竜と光の剣 紋章の謎／新・紋章の謎|,323
112,エリーゼ,|if|,322
113,ルーテ,|聖魔の光石|,320
113,ネルトゥス,|ヒーローズ|,320
113,シトリニカ,|エンゲージ|,320
114,ライ,|暁の女神 蒼炎の軌跡|,314
114,アンバー,|エンゲージ|,314
115,ファ,|封印の剣|,312
115,ラーチェル,|聖魔の光石|,312
116,チェイニー,|暗黒竜と光の剣／新・暗黒竜と光の剣 紋章の謎／新・紋章の謎|,308
116,ヒノカ,|if|,308
116,フォガート,|エンゲージ|,308
117,パンドロ,|エンゲージ|,305
118,剣 弥代 & ナバール,|幻影異聞録♯ＦＥ Encore|,304
119,ナバール,|暗黒竜と光の剣／新・暗黒竜と光の剣 紋章の謎／新・紋章の謎|,301
119,セイズ,|ヒーローズ|,301
120,フロリーナ,|烈火の剣|,299
120,ブシュロン,|エンゲージ|,299
121,イレース,|暁の女神 蒼炎の軌跡|,298
122,ベルカ,|if|,297
123,イシュタル,|聖戦の系譜|,289
123,ゼロ,|if|,289
124,シャーロッテ,|if|,283
124,ルーン,|ヒーローズ|,283
125,イル,|エンゲージ|,273
126,イドゥン,|封印の剣|,272
126,ヨシュア,|聖魔の光石|,272
126,スミア,|覚醒|,272
127,クリス男,|紋章の謎／新・紋章の謎|,268
128,ソレイユ,|if|,267
129,プルメリア,|ヒーローズ|,265
130,ゴードン,|紋章の謎／新・紋章の謎 暗黒竜と光の剣／新・暗黒竜と光の剣|,262
130,ジル,|暁の女神 蒼炎の軌跡|,262
131,ティバーン,|暁の女神 蒼炎の軌跡|,261
131,パネトネ,|エンゲージ|,261
132,カザハナ,|if|,258
133,キヌ,|if|,257
134,ケビン,|蒼炎の軌跡 暁の女神|,253
134,クロエ,|エンゲージ|,253
135,リズ,|覚醒|,234
136,ヤナフ,|蒼炎の軌跡 暁の女神|,231
137,エーティエ,|エンゲージ|,230
137,ルイ,|エンゲージ|,230
138,カゲロウ,|if|,228
139,オリヴィエ,|覚醒|,225
140,オグマ,|暗黒竜と光の剣／新・暗黒竜と光の剣 紋章の謎／新・紋章の謎|,223
141,ミタマ,|if|,221
141,マヌエラ,|風花雪月|,221
142,エルトシャン,|聖戦の系譜|,219
143,ソフィーヤ,|封印の剣|,218
143,黒乃 霧亜 & サーリャ,|幻影異聞録♯ＦＥ Encore|,218
144,ブラッド,|暁の女神|,217
144,アンナ,|エンゲージ|,217
145,マシュー,|烈火の剣|,216
146,フィル,|封印の剣|,215
146,モーヴ,|エンゲージ|,215
147,エフィ,|外伝／Echoes|,214
147,ラケシス,|聖戦の系譜|,214
147,オルティナ,|暁の女神|,214
148,アズール,|覚醒|,212
149,ディアドラ,|聖戦の系譜|,210
149,ニーズヘッグ,|ヒーローズ|,210
150,サナキ,|暁の女神 蒼炎の軌跡|,207
150,エルナ,|蒼炎の軌跡|,207
150,ガイア,|覚醒|,207
151,エッツェル,|暗黒竜と光の剣／新・暗黒竜と光の剣 紋章の謎／新・紋章の謎|,205
151,ルトガー,|封印の剣|,205
152,ジェーデ,|エンゲージ|,204
153,オフェリア,|if|,203
153,スリーズ,|ヒーローズ|,203
153,オルテンシア,|エンゲージ|,203
154,マーク男,|覚醒|,202
155,レヴィン,|聖戦の系譜|,199
155,エル,|エンゲージ|,199
156,トパック,|暁の女神 蒼炎の軌跡|,197
156,アシュ,|ヒーローズ|,197
157,ジャファル,|烈火の剣|,194
158,ルセア,|烈火の剣|,190
159,ラクチェ,|聖戦の系譜|,189
159,トール,|ヒーローズ|,189
160,バリィ･グッドマン,|幻影異聞録♯ＦＥ Encore|,188
161,セイロス,|風花雪月|,187
162,オイフェ オイフェ,|聖戦の系譜|,186
162,レイヴァン,|烈火の剣|,186
163,ジャン,|エンゲージ|,185
164,ラルヴァ,|無双風花雪月|,184
165,ヘイズルーン,|ヒーローズ|,182
166,ターナ,|聖魔の光石|,179
167,サザ,|暁の女神 蒼炎の軌跡|,176
168,セテス,|風花雪月|,174
169,リンダ,|暗黒竜と光の剣／新・暗黒竜と光の剣 紋章の謎／新・紋章の謎|,173
169,レイ,|封印の剣|,173
169,ヘイムダル,|ヒーローズ|,173
169,ユナ,|シャドウズ|,173
170,パイソン,|外伝／Echoes|,171
171,マリータ,|トラキア776|,170
171,ソーニャ,|烈火の剣|,170
172,カミュ,|暗黒竜と光の剣／新・暗黒竜と光の剣 紋章の謎／新・紋章の謎|,169
173,セルジュ,|覚醒|,166
173,スコル,|シャドウズ|,166
174,カリル,|暁の女神 蒼炎の軌跡|,165
174,フレン,|風花雪月|,165
175,クライネ,|紋章の謎／新・紋章の謎|,164
175,スズカゼ,|if|,164
176,イシュメア,|聖魔の光石|,162
177,リネア,|外伝／Echoes|,161
178,セツナ,|if|,160
179,セティ,|聖戦の系譜 トラキア776|,159
179,フレデリク,|覚醒|,159
179,フラン,|エンゲージ|,159
180,セフェラン,|暁の女神 蒼炎の軌跡|,158
181,メリン,|エンゲージ|,157
182,ネサラ,|暁の女神 蒼炎の軌跡|,156
182,ナハト,|if|,156
183,クラン,|エンゲージ|,154
184,メイ,|外伝／Echoes|,153
185,ツバキ,|if|,152
185,マイクラン,|風花雪月|,152
186,ジェニー,|外伝／Echoes|,150
187,ルカ,|外伝／Echoes|,149
187,ウルキ,|暁の女神 蒼炎の軌跡|,149
187,メグ,|暁の女神|,149
187,ラタトスク,|ヒーローズ|,149
188,マリク,|暗黒竜と光の剣／新・暗黒竜と光の剣 紋章の謎／新・紋章の謎|,148
188,ニフル,|ヒーローズ|,148
189,ヘンリエッテ,|ヒーローズ|,147
190,リフ,|暗黒竜と光の剣／新・暗黒竜と光の剣 紋章の謎／新・紋章の謎|,145
191,レーヴァテイン,|ヒーローズ|,144
192,オルエン,|トラキア776|,143
192,ロウエン,|烈火の剣|,143
192,グレイル,|蒼炎の軌跡|,143
193,モルダ,|聖魔の光石|,142
194,ヒサメ,|if|,141
194,ヴァニタス,|ヒーローズ|,141
195,カナス,|烈火の剣|,140
195,ジョーカー,|if|,140
195,スルト,|ヒーローズ|,140
195,弓弦 エレオノーラ & ヴィオール,|幻影異聞録♯ＦＥ Encore|,140
196,クリフ,|外伝／Echoes|,139
196,ハール,|暁の女神 蒼炎の軌跡|,139
196,スラシル,|ヒーローズ|,139
197,シャニー,|封印の剣|,137
197,ボーレ,|暁の女神 蒼炎の軌跡|,137
197,ゼルコバ,|エンゲージ|,137
198,ジョルジュ,|紋章の謎／新・紋章の謎 暗黒竜と光の剣／新・暗黒竜と光の剣|,136
198,エイル,|ヒーローズ|,136
198,グレゴリー,|エンゲージ|,136
198,シア,|シャドウズ|,136
199,ルゥ,|封印の剣|,135
200,スカビオサ,|ヒーローズ|,134
200,アイト,|ヒーローズ|,134
200,カゲツ,|エンゲージ|,134
200,ミカエラ,|シャドウズ|,134
201,ソーンバルケ,|蒼炎の軌跡 暁の女神|,133
202,プリシラ,|烈火の剣|,132
202,ナーシル,|蒼炎の軌跡 暁の女神|,132
203,サレフ,|聖魔の光石|,130
204,アレス,|聖戦の系譜|,129
205,ニョルズ,|ヒーローズ|,128
206,クーガー,|聖魔の光石|,127
206,サイラス,|if|,127
207,ウルスラ,|烈火の剣|,126
207,クワシル,|ヒーローズ|,126
207,ハンネマン,|風花雪月|,126
208,クレア,|外伝／Echoes|,125
208,コープル,|聖戦の系譜|,125
208,メリアエ,|ヒーローズ|,125
208,サイ,|シャドウズ|,125
209,キルロイ,|蒼炎の軌跡 暁の女神|,124
209,カンナ女,|if|,124
209,キサラギ,|if|,124
210,リュシオン,|蒼炎の軌跡 暁の女神|,123
211,ユリウス,|聖戦の系譜|,122
212,ミディア,|暗黒竜と光の剣／新・暗黒竜と光の剣 紋章の謎／新・紋章の謎|,121
212,ユベロ,|紋章の謎／新・紋章の謎|,121
212,チャップ,|蒼炎の軌跡 暁の女神|,121
212,リンカ,|if|,121
213,シャナン,|聖戦の系譜|,120
214,セーラ,|烈火の剣|,118
214,ピアニー,|ヒーローズ|,118
215,ローラ,|暁の女神|,117
215,ニュクス,|if|,117
215,ラファエル,|風花雪月 風花雪月 無双風花雪月|,117
216,ヒーニアス,|聖魔の光石|,116
216,アスタテューヌ,|暁の女神|,116
216,ドニ,|覚醒|,116
216,グリ,|エンゲージ|,116
217,ミシェイル,|暗黒竜と光の剣／新・暗黒竜と光の剣 紋章の謎／新・紋章の謎|,115
217,レテ,|蒼炎の軌跡 暁の女神|,115
217,オボロ,|if|,115
217,エイトリ,|ヒーローズ|,115
217,バルトロメウス,|シャドウズ|,115
218,ロイド,|烈火の剣|,114
218,ツイハーク,|暁の女神 蒼炎の軌跡|,114
218,ゾフィー,|if|,114
218,エンブラ,|ヒーローズ|,114
219,ミーシャ,|トラキア776|,112
219,カレル,|封印の剣|,112
219,マーカス,|烈火の剣|,112
219,インバース,|覚醒|,112
219,ラズワルド,|if|,112
219,エルフィ,|if|,112
220,ソニア,|外伝／Echoes|,111
221,リアーネ,|暁の女神 蒼炎の軌跡|,109
221,エルラン,|暁の女神|,109
221,ソール,|覚醒|,109
221,ルーナ,|if|,109
222,エルム,|ヒーローズ|,108
222,イヴ,|エンゲージ|,108
223,マリアベル,|覚醒|,107
223,ハイドラ,|if|,107
224,ノイス,|暁の女神|,106
224,エディ,|暁の女神|,106
224,ダグ,|ヒーローズ|,106
225,ディーク,|封印の剣|,105
225,ラガルト,|烈火の剣|,105
225,ヘイズ,|ヒーローズ|,105
226,イグナーツ,|風花雪月 無双風花雪月 風花雪月|,104
226,ヨアヒム,|シャドウズ|,104
227,グスタフ,|ヒーローズ|,103
228,ナンナ,|トラキア776 聖戦の系譜|,102
228,クラリーネ,|封印の剣|,102
228,アロイス,|風花雪月|,102
228,クロニエ,|風花雪月|,102
229,カイン,|暗黒竜と光の剣／新・暗黒竜と光の剣 紋章の謎／新・紋章の謎|,101
230,ベロア,|if|,100
230,ファフニール,|ヒーローズ|,100
231,レベッカ,|烈火の剣|,99
231,イザナ,|if|,99
231,オッテル,|ヒーローズ|,99
231,フレスベルグ,|ヒーローズ|,99
231,織部 彩羽 & インバース,|幻影異聞録♯ＦＥ Encore|,99
231,ネメシス,|風花雪月|,99
232,ダーツ,|烈火の剣|,98
232,ルキノ,|暁の女神 蒼炎の軌跡|,98
233,アレン,|封印の剣|,97
233,ランス,|封印の剣|,97
233,エレン,|封印の剣|,97
233,ヘル,|ヒーローズ|,97
233,バルタザール,|風花雪月 風花雪月 無双風花雪月|,97
234,ゼフィール,|封印の剣|,96
234,フローラ,|if|,96
234,ジェラルト,|風花雪月|,96
235,アスレイ,|聖魔の光石|,95
235,ペレアス,|暁の女神|,95
235,フォレオ,|if|,95
236,モゥディ,|蒼炎の軌跡 暁の女神|,93
236,ソンブル,|エンゲージ|,93
237,セシル,|紋章の謎／新・紋章の謎|,92
237,ノイッシュ,|聖戦の系譜|,92
237,カリオン,|トラキア776|,92
237,サイゾウ,|if|,92
237,フランネル,|if|,92
237,ツィリル,|風花雪月 風花雪月|,92
238,ネイミー,|聖魔の光石|,91
239,ロレンス,|暗黒竜と光の剣／新・暗黒竜と光の剣 紋章の謎／新・紋章の謎|,90
239,アマルダ,|トラキア776|,90
239,ノール,|聖魔の光石|,90
239,ランベール,|風花雪月|,90
240,ティニー,|聖戦の系譜|,89
240,セシリア,|封印の剣|,89
240,フィオーラ,|烈火の剣|,89
240,ルミエル,|エンゲージ|,89
241,カアラ,|烈火の剣|,88
241,クルトナーガ,|暁の女神 蒼炎の軌跡|,88
241,ヘルビンディ,|ヒーローズ|,88
241,ジュディット,|風花雪月|,88
241,モニカ,|無双風花雪月|,88
241,ゴットホルト,|シャドウズ|,88
242,マリーシア,|紋章の謎／新・紋章の謎|,87
242,マナ,|聖戦の系譜|,87
242,ニルス,|烈火の剣|,87
243,ラナ,|聖戦の系譜|,86
243,ナーシェン,|封印の剣|,86
243,エメリナ,|覚醒|,86
243,ミドリコ,|if|,86
244,デイジー,|聖戦の系譜|,85
244,マデリーン,|エンゲージ|,85
245,アルテナ,|聖戦の系譜|,84
245,ユアン,|聖魔の光石|,84
245,リベラ,|覚醒|,84
246,フォルカ,|暁の女神 蒼炎の軌跡|,82
246,シンシア,|覚醒|,82
246,ダニエラ,|if|,82
246,ムスペル,|ヒーローズ|,82
246,ヴァンドレ,|エンゲージ|,82
247,イグレーヌ,|封印の剣|,81
247,ギンヌンガガプ,|ヒーローズ|,81
248,ハロルド,|if|,80
249,ボーイ,|外伝／Echoes|,79
249,アーダン,|聖戦の系譜|,79
249,ミリエル,|覚醒|,79
250,ノルン,|暗黒竜と光の剣／新・暗黒竜と光の剣 紋章の謎／新・紋章の謎|,78
250,レティシア,|ヒーローズ|,78
251,ジフカ,|暁の女神 蒼炎の軌跡|,77
251,番人,|風花雪月|,77
252,ティト,|封印の剣|,76
252,ニケ,|暁の女神|,76
252,ノワール,|覚醒|,76
252,ニシキ,|if|,76
252,シグレ,|if|,76
252,レギン,|ヒーローズ|,76
253,エルク,|烈火の剣|,75
253,マカロフ,|蒼炎の軌跡 暁の女神|,75
253,ルピナス,|ヒーローズ|,75
254,ユミナ,|紋章の謎／新・紋章の謎|,74
254,スー,|封印の剣|,74
254,ワレス,|烈火の剣|,74
254,ンン,|覚醒|,74
254,マクベス,|if|,74
254,ユルグ,|ヒーローズ|,74
255,シャラ,|if|,73
255,ララ,|if|,73
256,フォルス,|外伝／Echoes|,72
256,アルフォズル,|ヒーローズ|,72
257,シーザ,|暗黒竜と光の剣／新・暗黒竜と光の剣 紋章の謎／新・紋章の謎|,71
257,キュアン,|聖戦の系譜|,71
257,ガイツ,|烈火の剣|,71
257,レナート,|烈火の剣|,71
257,ベルベット,|覚醒|,71
258,ヒュウ,|封印の剣|,70
258,ヴィオール,|覚醒|,70
259,ロビン,|外伝／Echoes|,69
259,コンラート,|外伝／Echoes|,69
259,デルムッド,|聖戦の系譜 トラキア776|,69
259,クレイン,|封印の剣|,69
259,マーシャ,|暁の女神 蒼炎の軌跡|,69
259,ギルベルト,|風花雪月|,69
260,リュート,|外伝／Echoes|,68
260,ケント,|烈火の剣|,68
260,ギリアム,|聖魔の光石|,68
260,セライナ,|聖魔の光石|,68
260,アンナ,|if|,68
260,カトリーヌ,|風花雪月|,68
261,アテナ,|暗黒竜と光の剣／新・暗黒竜と光の剣 紋章の謎／新・紋章の謎|,67
261,スカサハ,|聖戦の系譜|,67
261,ロス,|聖魔の光石|,67
261,カラム,|覚醒|,67
262,アンナ,|暗黒竜と光の剣／新・暗黒竜と光の剣 紋章の謎／新・紋章の謎|,66
262,ラス,|烈火の剣|,66
262,ジスト,|聖魔の光石|,66
262,ディーア,|if|,66
262,ボネ,|エンゲージ|,66
263,セーバー,|外伝／Echoes|,65
263,クロード,|聖戦の系譜|,65
263,ローラン,|烈火の剣|,65
263,カンナ男,|if|,65
264,エキドナ,|封印の剣|,64
264,ライナス,|烈火の剣|,64
264,エフィデル,|烈火の剣|,64
264,ギュンター,|if|,64
264,ナデル,|風花雪月|,64
264,セレスティア,|エンゲージ|,64
265,アーサー,|聖戦の系譜|,63
265,シン,|封印の剣|,63
265,ヴァルター,|聖魔の光石|,63
266,レナ,|暗黒竜と光の剣／新・暗黒竜と光の剣 紋章の謎／新・紋章の謎|,62
266,ラディ,|暗黒竜と光の剣／新・暗黒竜と光の剣 紋章の謎／新・紋章の謎|,62
266,フュリー,|聖戦の系譜|,62
266,ヴァネッサ,|聖魔の光石|,62
266,プラハ,|蒼炎の軌跡|,62
266,ビーゼ,|暁の女神|,62
267,ウルフ,|暗黒竜と光の剣／新・暗黒竜と光の剣 紋章の謎／新・紋章の謎|,61
268,ティルテュ,|聖戦の系譜|,60
268,カイネギス,|暁の女神 蒼炎の軌跡|,60
269,アゼル,|聖戦の系譜|,59
269,レイリア,|聖戦の系譜|,59
269,ケイン,|トラキア776|,59
269,ギネヴィア,|封印の剣|,59
269,ルベール,|暁の女神|,59
270,セイン,|烈火の剣|,58
270,ヨファ,|蒼炎の軌跡 暁の女神|,58
270,ナーガ,|覚醒|,58
270,オロチ,|if|,58
270,バンバ,|if|,58
271,シルク,|外伝／Echoes|,57
271,ジーク,|外伝／Echoes|,57
271,シャナム,|トラキア776|,57
271,パーシバル,|封印の剣|,57
271,ステラ,|蒼炎の軌跡 暁の女神|,57
271,エイミ,|暁の女神|,57
272,トーマス,|暗黒竜と光の剣／新・暗黒竜と光の剣 紋章の謎／新・紋章の謎|,56
272,サムソン,|暗黒竜と光の剣／新・暗黒竜と光の剣 紋章の謎／新・紋章の謎|,56
272,ティータ,|外伝／Echoes|,56
272,デギンハンザー,|暁の女神 蒼炎の軌跡|,56
272,クリムゾン,|if|,56
272,ノート,|ヒーローズ|,56
272,源 まもり & ドーガ,|幻影異聞録♯ＦＥ Encore|,56
273,バーツ,|暗黒竜と光の剣／新・暗黒竜と光の剣 紋章の謎／新・紋章の謎|,55
273,ベオウルフ,|聖戦の系譜|,55
273,エリミーヌ,|封印の剣|,55
273,リムステラ,|烈火の剣|,55
273,アシュラ,|if|,55
273,ユキムラ,|if|,55
274,エスト,|暗黒竜と光の剣／新・暗黒竜と光の剣 外伝／Echoes 紋章の謎／新・紋章の謎|,54
274,パティ,|聖戦の系譜|,54
274,アスベル,|トラキア776|,54
274,エダ,|トラキア776|,54
274,アサマ,|if|,54
274,オーディン,|if|,54
275,カレル,|烈火の剣|,53
275,ムワリム,|暁の女神 蒼炎の軌跡|,53
275,パリス,|覚醒|,53
275,ギャンレル,|覚醒|,53
276,マリア,|暗黒竜と光の剣／新・暗黒竜と光の剣 紋章の謎／新・紋章の謎|,52
276,ローロー,|紋章の謎／新・紋章の謎|,52
276,サラ,|トラキア776|,52
276,ヤアン,|封印の剣|,52
276,モズメ,|if|,52
276,リリス,|if|,52
276,フロージ,|ヒーローズ|,52
277,ジェイク,|暗黒竜と光の剣／新・暗黒竜と光の剣 紋章の謎／新・紋章の謎|,51
277,マンフロイ,|聖戦の系譜|,51
277,ラディスラヴァ,|風花雪月|,51
278,バース,|封印の剣|,50
278,ナタリー,|烈火の剣|,50
278,アシュナード,|蒼炎の軌跡|,50
278,シアチ,|ヒーローズ|,50
279,ナギ,|暗黒竜と光の剣／新・暗黒竜と光の剣 紋章の謎／新・紋章の謎|,49
279,レオ,|外伝／Echoes|,49
279,レスター,|聖戦の系譜|,49
279,サンディマ,|聖戦の系譜|,49
279,ノア,|封印の剣|,49
279,ヒース,|烈火の剣|,49
279,オスカー,|蒼炎の軌跡 暁の女神|,49
279,スメラギ,|if|,49
279,ガングレト,|ヒーローズ|,49
280,ニーナ,|暗黒竜と光の剣／新・暗黒竜と光の剣 紋章の謎／新・紋章の謎|,48
280,ゴンザレス,|封印の剣|,48
280,ロラン,|覚醒|,48
280,アンナ,|風花雪月|,48
281,アラン,|暗黒竜と光の剣／新・暗黒竜と光の剣 紋章の謎／新・紋章の謎|,47
281,グレイ,|外伝／Echoes|,47
281,フェルグス,|トラキア776|,47
281,リノアン,|トラキア776|,47
281,エルバート,|烈火の剣|,47
281,グレイ,|if|,47
281,シャハド,|無双風花雪月|,47
281,マロン,|エンゲージ|,47
282,オルソン,|聖魔の光石|,46
283,サムトー,|紋章の謎／新・紋章の謎|,45
283,ヨハルヴァ,|聖戦の系譜|,45
283,サイアス,|トラキア776|,45
283,ブルーニャ,|封印の剣|,45
283,ファリナ,|烈火の剣|,45
283,エレノア,|烈火の剣|,45
283,サイリ,|覚醒|,45
283,シノノメ,|if|,45
284,フレイ,|暗黒竜と光の剣／新・暗黒竜と光の剣 紋章の謎／新・紋章の謎|,44
284,マチルダ,|外伝／Echoes|,44
284,エスリン,|聖戦の系譜|,44
284,マーティ,|トラキア776|,44
284,デュッセル,|聖魔の光石|,44
284,ヴェイク,|覚醒|,44
284,ジェローム,|覚醒|,44
284,イルマ,|シャドウズ|,44
285,ミラ,|外伝／Echoes|,43
285,シルヴィア,|聖戦の系譜|,43
285,ユウギリ,|if|,43
286,シヴァ,|トラキア776|,42
286,ブラミモンド,|烈火の剣|,42
286,イナ,|蒼炎の軌跡 暁の女神|,42
286,ゾーラ,|if|,42
286,セアダス,|エンゲージ|,42
287,ケンプフ,|トラキア776|,41
287,トレック,|封印の剣|,41
287,パント,|烈火の剣|,41
287,ガトリー,|暁の女神 蒼炎の軌跡|,41
288,シグルーン,|蒼炎の軌跡 暁の女神|,40
288,リヒト,|覚醒|,40
288,ユーミル,|ヒーローズ|,40
288,死神騎士,|風花雪月|,40
288,タレス,|風花雪月|,40
288,コルネリア,|風花雪月|,40
289,ミデェール,|聖戦の系譜|,39
289,ウル,|聖戦の系譜|,39
289,ブライトン,|トラキア776|,39
289,ロット,|封印の剣|,39
289,フリーダ,|暁の女神|,39
289,マトイ,|if|,39
290,エリス,|暗黒竜と光の剣／新・暗黒竜と光の剣 紋章の謎／新・紋章の謎|,38
290,フィー,|聖戦の系譜|,38
290,トラバント,|聖戦の系譜|,38
290,イリオス,|トラキア776|,38
290,ウェンディ,|封印の剣|,38
290,ミレディ,|封印の剣|,38
290,ブレンダン,|烈火の剣|,38
290,タウロニオ,|蒼炎の軌跡 暁の女神|,38
290,スクリミル,|暁の女神|,38
290,シャンブレー,|覚醒|,38
291,カシム,|紋章の謎／新・紋章の謎 暗黒竜と光の剣／新・暗黒竜と光の剣|,37
291,ホルス,|暗黒竜と光の剣／新・暗黒竜と光の剣 紋章の謎／新・紋章の謎|,37
291,セルフィナ,|トラキア776|,37
291,フランツ,|聖魔の光石|,37
291,ユンヌ,|暁の女神|,37
292,ドロシー,|封印の剣|,36
292,ジョフレ,|暁の女神 蒼炎の軌跡|,36
292,ゴート,|暁の女神 蒼炎の軌跡|,36
292,ヴァルハルト,|覚醒|,36
293,ディーン,|外伝／Echoes|,35
293,シーマ,|紋章の謎／新・紋章の謎|,35
293,マリス,|紋章の謎／新・紋章の謎|,35
293,ラルフ,|トラキア776|,35
293,ミランダ,|トラキア776|,35
293,ルッツ,|if|,35
294,ウェンデル,|暗黒竜と光の剣／新・暗黒竜と光の剣 紋章の謎／新・紋章の謎|,34
294,フェルナン,|外伝／Echoes|,34
